time,value
1705347536520853900,send_rep_1_p_1_s_00100101100010010110
1705347537073922500,send_rep_1_p_1_s_01000001011001000110000101101101
1705347537601774200,send_rep_1_p_1_s_100
1705347538117384800,send_rep_1_p_1_s_111
1705347538650604400,send_rep_1_p_2_s_00100101100010010110
1705347539211674300,send_rep_1_p_2_s_01000001011001000110000101101101
1705347539752821800,send_rep_1_p_2_s_100
1705347540268301700,send_rep_1_p_2_s_111
1705347540801323200,send_rep_1_p_3_s_00100101100010010110
1705347541354341600,send_rep_1_p_3_s_01000001011001000110000101101101
1705347541881490500,send_rep_1_p_3_s_100
1705347542398385200,send_rep_1_p_3_s_111
1705347542930929000,send_rep_1_p_4_s_00100101100010010110
1705347543480330800,send_rep_1_p_4_s_01000001011001000110000101101101
1705347544000315000,send_rep_1_p_4_s_100
1705347544508440800,send_rep_1_p_4_s_111
1705347545036556500,send_rep_1_p_5_s_00100101100010010110
1705347545589059200,send_rep_1_p_5_s_01000001011001000110000101101101
1705347546117986800,send_rep_1_p_5_s_100
1705347546634210300,send_rep_1_p_5_s_111
1705347547166758100,send_rep_1_p_6_s_00100101100010010110
1705347547719451400,send_rep_1_p_6_s_01000001011001000110000101101101
1705347548243341700,send_rep_1_p_6_s_100
1705347548759209700,send_rep_1_p_6_s_111
1705347549292543100,send_rep_1_p_7_s_00100101100010010110
1705347549837446200,send_rep_1_p_7_s_01000001011001000110000101101101
1705347550353297900,send_rep_1_p_7_s_100
1705347550864887800,send_rep_1_p_7_s_111
1705347551397922000,send_rep_1_p_8_s_00100101100010010110
1705347552007567100,send_rep_1_p_8_s_01000001011001000110000101101101
1705347552626179400,send_rep_1_p_8_s_100
1705347553150658900,send_rep_1_p_8_s_111
1705347553691595100,send_rep_1_p_9_s_00100101100010010110
1705347554301636600,send_rep_1_p_9_s_01000001011001000110000101101101
1705347554920593500,send_rep_1_p_9_s_100
1705347555444762300,send_rep_1_p_9_s_111
1705347555989704600,send_rep_1_p_10_s_00100101100010010110
1705347556538797300,send_rep_1_p_10_s_01000001011001000110000101101101
1705347557062222100,send_rep_1_p_10_s_100
1705347557574957400,send_rep_1_p_10_s_111
1705347558102546300,send_rep_1_p_11_s_00100101100010010110
1705347558643304500,send_rep_1_p_11_s_01000001011001000110000101101101
1705347559150858000,send_rep_1_p_11_s_100
1705347559663774600,send_rep_1_p_11_s_111
1705347560195876800,send_rep_1_p_12_s_00100101100010010110
1705347560740959800,send_rep_1_p_12_s_01000001011001000110000101101101
1705347561257075900,send_rep_1_p_12_s_100
1705347561768428600,send_rep_1_p_12_s_111
1705347562305882500,send_rep_1_p_13_s_00100101100010010110
1705347562821534500,send_rep_1_p_13_s_01000001011001000110000101101101
1705347563300599300,send_rep_1_p_13_s_100
1705347563805242300,send_rep_1_p_13_s_111
1705347564320487200,send_rep_1_p_14_s_00100101100010010110
1705347564844965000,send_rep_1_p_14_s_01000001011001000110000101101101
1705347565336599000,send_rep_1_p_14_s_100
1705347565836372300,send_rep_1_p_14_s_111
1705347566356561400,send_rep_1_p_15_s_00100101100010010110
1705347566880329800,send_rep_1_p_15_s_01000001011001000110000101101101
1705347567371778500,send_rep_1_p_15_s_100
1705347567872801200,send_rep_1_p_15_s_111
1705347568392247200,send_rep_1_p_16_s_00100101100010010110
1705347568928806000,send_rep_1_p_16_s_01000001011001000110000101101101
1705347569437333200,send_rep_1_p_16_s_100
1705347569940897200,send_rep_1_p_16_s_111
1705347570464302500,send_rep_1_p_17_s_00100101100010010110
1705347570989401200,send_rep_1_p_17_s_01000001011001000110000101101101
1705347571476842600,send_rep_1_p_17_s_100
1705347571980508700,send_rep_1_p_17_s_111
