time,value
1705347602327138800,rec_dec_153750_bin_00100101100010010110_p_6
1705347602954846000,rec_dec_1097097581_bin_01000001011001000110000101101101_p_6
1705347611954300600,rec_dec_153750_bin_00100101100010010110_p_10
1705347612580564500,rec_dec_1097097581_bin_01000001011001000110000101101101_p_10
1705347614166564900,rec_dec_153750_bin_00100101100010010110_p_11
1705347614756628900,rec_dec_1097097581_bin_01000001011001000110000101101101_p_11
1705347616358065000,rec_dec_153750_bin_00100101100010010110_p_11
1705347616960072600,rec_dec_1097097581_bin_01000001011001000110000101101101_p_11
1705347647883905500,rec_dec_153750_bin_00100101100010010110_p_1
1705347648555368000,rec_dec_1097097581_bin_01000001011001000110000101101101_p_1
1705347650283838000,rec_dec_153750_bin_00100101100010010110_p_2
1705347650988245900,rec_dec_1097097581_bin_01000001011001000110000101101101_p_2
1705347652705469300,rec_dec_153750_bin_00100101100010010110_p_3
1705347653384546900,rec_dec_1097097581_bin_01000001011001000110000101101101_p_3
1705347657403149100,rec_dec_153750_bin_00100101100010010110_p_5
1705347658079587000,rec_dec_1097097581_bin_01000001011001000110000101101101_p_5
1705347658628427300,rec_dec_4_bin_100_p_2
1705347659787887000,rec_dec_153750_bin_00100101100010010110_p_6
1705347660454885100,rec_dec_1097097581_bin_01000001011001000110000101101101_p_6
1705347662147076600,rec_dec_153750_bin_00100101100010010110_p_1
1705347662782417700,rec_dec_1097097581_bin_01000001011001000110000101101101_p_7
1705347670225314800,rec_dec_153750_bin_00100101100010010110_p_10
1705347670889186900,rec_dec_1097097581_bin_01000001011001000110000101101101_p_10
1705347671974042300,rec_dec_7_bin_111_p_10
1705347672551842200,rec_dec_153750_bin_00100101100010010110_p_11
1705347673170516300,rec_dec_1097097581_bin_01000001011001000110000101101101_p_11
1705347674829774900,rec_dec_153750_bin_00100101100010010110_p_11
1705347675464580100,rec_dec_1097097581_bin_01000001011001000110000101101101_p_11
1705347707096315000,rec_dec_153750_bin_00100101100010010110_p_1
1705347707806028000,rec_dec_1097097581_bin_01000001011001000110000101101101_p_1
1705347709624497700,rec_dec_153750_bin_00100101100010010110_p_2
1705347710377525700,rec_dec_1097097581_bin_01000001011001000110000101101101_p_2
1705347711569965900,rec_dec_7_bin_111_p_2
1705347712188344600,rec_dec_153750_bin_00100101100010010110_p_3
1705347712910005400,rec_dec_1097097581_bin_01000001011001000110000101101101_p_3
1705347713531962000,rec_dec_4_bin_100_p_3
1705347714089021600,rec_dec_7_bin_111_p_3
1705347717116448100,rec_dec_153750_bin_00100101100010010110_p_5
1705347717833037300,rec_dec_1097097581_bin_01000001011001000110000101101101_p_5
1705347718455884600,rec_dec_4_bin_100_p_2
1705347719001250900,rec_dec_7_bin_111_p_2
1705347719631315100,rec_dec_153750_bin_00100101100010010110_p_6
1705347719705257500,rec_dec_153750_bin_00100101100010010110_p_6
1705347720335844100,rec_dec_1097097581_bin_01000001011001000110000101101101_p_6
1705347720447305400,rec_dec_1097097581_bin_01000001011001000110000101101101_p_6
1705347722114527700,rec_dec_153750_bin_00100101100010010110_p_1
1705347722782169900,rec_dec_1097097581_bin_01000001011001000110000101101101_p_7
1705347730876535500,rec_dec_153750_bin_00100101100010010110_p_10
1705347730949782600,rec_dec_153750_bin_00100101100010010110_p_10
1705347731577056900,rec_dec_1097097581_bin_01000001011001000110000101101101_p_10
1705347731687046100,rec_dec_1097097581_bin_01000001011001000110000101101101_p_10
1705347732728116900,rec_dec_7_bin_111_p_10
1705347733342449200,rec_dec_153750_bin_00100101100010010110_p_11
1705347733961139700,rec_dec_1097097581_bin_01000001011001000110000101101101_p_11
1705347734035140200,rec_dec_1097097581_bin_01000001011001000110000101101101_p_11
1705347735684963500,rec_dec_153750_bin_00100101100010010110_p_11
1705347735746964200,rec_dec_153750_bin_00100101100010010110_p_11
1705347736353246200,rec_dec_1097097581_bin_01000001011001000110000101101101_p_11
1705347736439317500,rec_dec_1097097581_bin_01000001011001000110000101101101_p_11
1705347768685855100,rec_dec_153750_bin_00100101100010010110_p_1
1705347768767818100,rec_dec_153750_bin_00100101100010010110_p_1
1705347769439487600,rec_dec_1097097581_bin_01000001011001000110000101101101_p_1
