time,value
1705346640041768700,send_rep_5_p_8_s_01000001011001000110000101101101
1705346641258535200,send_rep_5_p_8_s_100
1705346641876341100,send_rep_5_p_8_s_111
1705346642503815500,send_rep_5_p_9_s_00100101100010010110
1705346643502693100,send_rep_5_p_9_s_01000001011001000110000101101101
1705346644719933000,send_rep_5_p_9_s_100
1705346645342090800,send_rep_5_p_9_s_111
1705346645977332200,send_rep_5_p_10_s_00100101100010010110
1705346646673211100,send_rep_5_p_10_s_01000001011001000110000101101101
1705346647418818400,send_rep_5_p_10_s_100
1705346647975413300,send_rep_5_p_10_s_111
1705346648549721200,send_rep_5_p_11_s_00100101100010010110
1705346649196823200,send_rep_5_p_11_s_01000001011001000110000101101101
1705346649852054000,send_rep_5_p_11_s_100
1705346650417449600,send_rep_5_p_11_s_111
1705346650998488800,send_rep_5_p_12_s_00100101100010010110
1705346651666735900,send_rep_5_p_12_s_01000001011001000110000101101101
1705346652358400200,send_rep_5_p_12_s_100
1705346652932274300,send_rep_5_p_12_s_111
1705346653526433300,send_rep_5_p_13_s_00100101100010010110
1705346654066716700,send_rep_5_p_13_s_01000001011001000110000101101101
1705346654582797500,send_rep_5_p_13_s_100
1705346655086969000,send_rep_5_p_13_s_111
1705346655610994800,send_rep_5_p_14_s_00100101100010010110
1705346656181069900,send_rep_5_p_14_s_01000001011001000110000101101101
1705346656737436100,send_rep_5_p_14_s_100
1705346657249833400,send_rep_5_p_14_s_111
1705346657778010500,send_rep_5_p_15_s_00100101100010010110
1705346658346999800,send_rep_5_p_15_s_01000001011001000110000101101101
1705346658908549000,send_rep_5_p_15_s_100
1705346659420748800,send_rep_5_p_15_s_111
1705346659953180800,send_rep_5_p_16_s_00100101100010010110
1705346660579653500,send_rep_5_p_16_s_01000001011001000110000101101101
1705346661222883200,send_rep_5_p_16_s_100
1705346661751697900,send_rep_5_p_16_s_111
1705346662296403900,send_rep_5_p_17_s_00100101100010010110
1705346662865278300,send_rep_5_p_17_s_01000001011001000110000101101101
1705346663426230200,send_rep_5_p_17_s_100
1705346663938708800,send_rep_5_p_17_s_111
1705346664470701000,send_rep_5_p_18_s_00100101100010010110
1705346665097782300,send_rep_5_p_18_s_01000001011001000110000101101101
1705346665741166200,send_rep_5_p_18_s_100
1705346666269498100,send_rep_5_p_18_s_111
1705346666810291900,send_rep_5_p_19_s_00100101100010010110
1705346667354434200,send_rep_5_p_19_s_01000001011001000110000101101101
1705346667870848700,send_rep_5_p_19_s_100
1705346668375059600,send_rep_5_p_19_s_111
1705346668899552600,send_rep_5_p_20_s_00100101100010010110
1705346669468390100,send_rep_5_p_20_s_01000001011001000110000101101101
1705346670025597400,send_rep_5_p_20_s_100
1705346670537444500,send_rep_5_p_20_s_111
1705346671065843400,send_rep_5_p_21_s_00100101100010010110
1705346671634841900,send_rep_5_p_21_s_01000001011001000110000101101101
1705346672195903900,send_rep_5_p_21_s_100
1705346672708671400,send_rep_5_p_21_s_111
1705346673241372700,send_rep_5_p_22_s_00100101100010010110
1705346673867401800,send_rep_5_p_22_s_01000001011001000110000101101101
1705346674510341000,send_rep_5_p_22_s_100
1705346675039134800,send_rep_5_p_22_s_111
1705346675579910400,send_rep_5_p_23_s_00100101100010010110
1705346676152716800,send_rep_5_p_23_s_01000001011001000110000101101101
1705346676710591200,send_rep_5_p_23_s_100
1705346677226438300,send_rep_5_p_23_s_111
1705346677755217100,send_rep_5_p_24_s_00100101100010010110
1705346678381215000,send_rep_5_p_24_s_01000001011001000110000101101101
1705346679029164900,send_rep_5_p_24_s_100
1705346679553600600,send_rep_5_p_24_s_111
1705346680098095900,send_rep_5_p_25_s_00100101100010010110
1705346680679431300,send_rep_5_p_25_s_01000001011001000110000101101101
1705346681248463300,send_rep_5_p_25_s_100
1705346681769325800,send_rep_5_p_25_s_111
1705346682309603000,send_rep_5_p_26_s_00100101100010010110
